L_CODE,E_CODE,E_NAME,DEM_NO,DEM_DT,SCL_PREPAR,NO_EQPT,FIN_YEAR,D_TYPE,N1,N2,N3,N4,N5,N6,N7,N8,N9,D_LOCK,YN,JOB_NO,JOB_DT,CTRL_NO,CTRL_DT,OPT,DEM,FULL_RECD,PART_RECD,OUTS,PER_RECD,DEP_DELE,IN_IIL,IN_CVIL,CRITICAL,CTRL_NA,VED,VED_FULL,VED_PART,VED_OUTS,VED_PER,VED_DELE,VED_IIL,VED_CVIL,VED_CRI,VED_CTRLNA,CONS_FM,CONS_TO,CONS_EQPT,LAST_SOUPD,DEMD,FULL_RECDD,PART_RECDD,OUTSD,DEP_DELED,IN_IILD,IN_CVILD,CRITICALD,CTRL_NAD,VEDD,VED_FULLD,VED_PARTD,VED_OUTSD,VED_DELED,VED_IILD,VED_CVILD,VED_CRID,VED_CTLNAD
37,37,D80-A12 CH,075,2016-01-13,,1,2015-2016,SPD,,,,,,,,,,,Y,142,2015-08-31,,,0,2,1,0,1,50.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,2016-04-19,,,,,,,,,,,,,,,,,,
34,34,MG 605 CH,076,2016-01-14,,1,2015-2016,SPD,,,,,,,,,,,Y,218,2015-12-07,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2016-03-04,,,,,,,,,,,,,,,,,,
55,55,JCB3DX SUPER,077,2016-01-14,,1,2015-2016,SPD,,,,,,,,,,,Y,95,2015-07-23,,,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,2018-01-05,,,,,,,,,,,,,,,,,,
38,,,,,,1,2015-2016,,,,,,,,,,,,,143,2015-08-31,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,90,D80 A12 ENG,078,2016-01-16,,1,2015-2016,SPD,,,,,,,,,,,Y,143,2015-08-31,,,0,4,2,0,2,50.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,2016-04-05,,,,,,,,,,,,,,,,,,
55,55,JCB3DX SUPER,079,2016-01-16,,1,2015-2016,SPD,,,,,,,,,,,Y,95,2015-07-23,,,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,080,2016-01-18,,1,2015-2016,SPD,,,,,,,,,,,Y,351,2015-03-27,,,0,4,2,0,2,50.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,2016-03-03,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,081,2016-01-18,,1,2015-2016,SPD,,,,,,,,,,,Y,55,2015-07-08,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
53,45,P4 ENGINE,082,2016-01-21,,1,2015-2016,SPD,,,,,,,,,,,Y,132,2015-08-19,,,0,3,0,0,3,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,083,2016-01-21,,1,2015-2016,SPD,,,,,,,,,,,Y,279,2016-01-15,,,0,1,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,2016-01-28,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,084,2016-01-25,,1,2015-2016,SPD,,,,,,,,,,,Y,91,2015-07-17,,,0,2,1,0,1,50.0,0,0,0,0,2,1,1,0,0,100.0,0,0,0,0,1,,,,2016-04-05,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,085,2016-01-27,,1,2015-2016,SPD,,,,,,,,,,,Y,278,2016-01-15,,,0,4,0,0,4,0.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-15,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,086,2016-02-01,,1,2015-2016,SPD,,,,,,,,,,,Y,277,2016-01-15,,,0,10,8,1,2,80.0,0,0,0,0,10,6,4,1,1,66.67,0,0,0,0,6,,,,2016-04-05,,,,,,,,,,,,,,,,,,
62,88,AC PERKINS,087,2016-02-03,,1,2015-2016,SPD,,,,,,,,,,,Y,264,2015-01-03,,,0,2,1,0,1,50.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,2016-10-26,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH (,088,2016-02-03,,1,2015-2016,SPD,,,,,,,,,,,Y,314,2015-03-13,,,0,2,1,0,1,50.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2016-03-28,,,,,,,,,,,,,,,,,,
68,55,JCB SUPER CH,089,2016-02-03,,1,2015-2016,SPD,,,,,,,,,,,Y,113,2015-08-03,,,0,2,1,0,1,50.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2016-03-28,,,,,,,,,,,,,,,,,,
40,39,D50-A15 CH,090,2016-02-08,,1,2015-2016,SPD,,,,,,,,,,,Y,277,2016-01-15,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2016-02-24,,,,,,,,,,,,,,,,,,
53,45,P4 ENGINE,091,2016-02-11,,1,2015-2016,SPD,,,,,,,,,,,Y,132,2015-08-19,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,092,2016-02-11,,1,2015-2016,SPD,,,,,,,,,,,Y,202,2015-11-21,,,0,4,1,0,3,25.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,2018-01-18,,,,,,,,,,,,,,,,,,
55,,,,,,1,2015-2016,,,,,,,,,,,,,95,2015-07-23,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,1,2015-2016,,,,,,,,,,,,,95,2015-07-23,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,55,JCB CHASSIS,094,2016-02-15,,1,2015-2016,SPD,,,,,,,,,,,Y,202,2015-11-21,,,0,4,3,0,1,75.0,0,0,0,0,3,1,1,0,0,100.0,0,0,0,0,0,,,,2016-03-28,,,,,,,,,,,,,,,,,,
39,91,BD50 A15 CH,095,2016-02-16,,1,2015-2016,SPD,,,,,,,,,,,Y,306,2016-02-02,,,0,11,8,0,3,72.73,0,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,,,,2016-06-20,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,096,2016-02-16,,1,2015-2016,SPD,,,,,,,,,,,Y,200,2015-11-21,,,0,4,1,0,3,25.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,2018-02-10,,,,,,,,,,,,,,,,,,
68,55,JCB CHASSIS,097,2016-02-19,,1,2015-2016,SPD,,,,,,,,,,,Y,204,2015-11-21,,,0,5,3,0,2,60.0,0,0,0,0,4,1,1,0,0,100.0,0,0,0,0,0,,,,2016-03-28,,,,,,,,,,,,,,,,,,
70,72,P/ROCK DRILL,098,2016-02-22,,1,2015-2016,SPD,,,,,,,,,,,Y,247,2016-01-07,,,0,40,34,0,6,85.0,0,0,0,0,40,0,0,0,0,0.0,0,0,0,0,0,,,,2017-01-03,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH (,099,2016-02-23,,1,2015-2016,SPD,,,,,,,,,,,Y,314,2015-03-13,,,0,7,5,2,2,71.43,0,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-21,,,,,,,,,,,,,,,,,,
55,55,JCB SUPER CH,100,2016-02-23,,1,2015-2016,SPD,,,,,,,,,,,Y,113,2015-08-03,,,0,8,2,2,6,25.0,0,0,0,0,7,3,1,1,1,33.33,0,0,0,0,2,,,,2018-03-08,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,101,2016-02-25,,1,2015-2016,SPD,,,,,,,,,,,Y,91,2015-07-17,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,2016-07-25,,,,,,,,,,,,,,,,,,
23,84,SCANIA,SC11,2016-02-25,,5,2016-2017,APD,,,,,,,,,,,Y,,,,,0,1289,286,5,1003,22.19,1,0,0,0,0,1274,283,5,986,22.21,1,0,0,0,0,,,0,2017-07-28,,,,,,,,,,,,,,,,,,
23,,,,,,5,2017-2018,,,,,,,,,,,,,,,,,0,1297,0,0,1297,0.0,0,0,0,0,1297,1280,0,0,1280,0.0,0,0,0,0,1280,,,0,,,,,,,,,,,,,,,,,,,
23,84,SCANIA,SC12,2016-02-25,,5,2016-2017,APD,,,,,,,,,,,Y,,,,,0,3,0,0,3,0.0,0,0,0,0,0,3,0,0,3,0.0,0,0,0,0,0,,,0,2017-11-27,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,102,2016-03-04,,1,2015-2016,SPD,,,,,,,,,,,Y,204,2015-11-21,,,0,1,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,2016-10-24,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,103,2016-03-12,,1,2015-2016,SPD,,,,,,,,,,,Y,91,2015-07-17,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,2018-03-31,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,104,2016-03-12,,1,2015-2016,SPD,,,,,,,,,,,Y,218,2015-12-07,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,2016-04-22,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,105,2016-03-12,,1,2015-2016,SPD,,,,,,,,,,,Y,200,2015-11-21,,,0,2,1,1,1,50.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,2018-03-26,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,106,2016-03-14,,1,2015-2016,SPD,,,,,,,,,,,Y,38,2015-06-06,,,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,107,2016-03-17,,1,2015-2016,SPD,,,,,,,,,,,Y,307,2016-02-02,,,0,28,19,1,9,67.86,0,0,0,14,28,0,0,0,0,0.0,0,0,0,0,0,,,,2018-02-09,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,108,2016-03-17,,1,2015-2016,SPD,,,,,,,,,,,Y,307,2016-02-02,,,0,21,2,1,19,9.52,0,0,0,4,21,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-29,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,001,2016-03-19,,3,2016-2017,APD,,,,,,,,,,,Y,,,,,0,93,69,3,24,74.19,0,0,0,24,92,93,69,3,24,74.19,0,0,0,24,92,2006-01-01,2016-03-22,86,2018-03-31,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,005,2016-03-09,,6,2016-2017,APD,,,,,,,,,,,Y,,,,,0,123,52,22,71,42.28,0,0,0,32,123,0,0,0,0,0.0,0,0,0,0,0,,,0,2018-03-31,,,,,,,,,,,,,,,,,,
39,,,,,,2,2016-2017,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
44,44,G14D1 ENG,006,2016-03-09,,6,2016-2017,APD,,,,,,,,,,,Y,,,,,0,96,58,2,38,60.42,0,0,0,19,96,56,35,2,19,62.5,0,0,0,14,56,,,0,2018-03-31,,,,,,,,,,,,,,,,,,
55,,,,,,11,2016-2017,,,,,,,,,,,,,,,,,0,393,0,0,393,0.0,0,0,0,0,393,320,0,0,320,0.0,0,0,0,0,320,,,0,,,,,,,,,,,,,,,,,,,
62,88,AC PERKINS,007,2016-03-09,,1,2016-2017,APD,,,,,,,,,,,Y,,,,,0,13,8,1,5,61.54,0,0,0,0,13,0,0,0,0,0.0,0,0,0,0,0,,,0,2017-12-11,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,011,2016-03-19,,11,2016-2017,APD,,,,,,,,,,,Y,,,,,0,340,173,59,167,50.88,0,0,0,18,340,0,0,0,0,0.0,0,0,0,0,0,,,0,2018-03-08,,,,,,,,,,,,,,,,,,
77,87,CHICAGO ENG,008,2016-03-09,,1,2016-2017,APD,,,,,,,,,,,Y,,,,,0,17,16,0,1,94.12,0,0,0,0,17,0,0,0,0,0.0,0,0,0,0,0,,,0,2017-12-11,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,002,2016-03-19,,2,2016-2017,APD,,,,,,,,,,,Y,,,,,0,60,50,1,10,83.33,0,0,0,11,59,46,39,1,6,84.78,0,0,0,11,45,,,0,2016-12-06,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,003,2016-03-19,,3,2016-2017,APD,,,,,,,,,,,Y,,,,,0,72,28,4,44,38.89,0,0,0,24,72,30,11,0,19,36.67,0,0,0,17,30,2010-04-01,2016-03-22,102,2018-01-16,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,004,2016-03-19,,2,2017-2018,APD,,,,,,,,,,,Y,,,,,0,57,46,0,11,80.7,0,0,0,15,56,24,19,0,5,79.17,0,0,0,15,23,,,0,2018-03-24,,,,,,,,,,,,,,,,,,
88,,,,,,3,2016-2017,,,,,,,,,,,,,,,,,0,68,0,0,68,0.0,0,0,0,0,68,68,0,0,68,0.0,0,0,0,0,68,,,0,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,109,2016-03-21,,1,2015-2016,SPD,,,,,,,,,,,Y,200,2015-11-21,,,0,3,2,0,1,66.67,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,2018-01-18,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,110,2016-03-28,,1,2016-2017,SPD,,,,,,,,,,,Y,56,2015-07-08,,,0,4,1,1,3,25.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-24,,,,,,,,,,,,,,,,,,
53,53,P4 ENGINE,111,2016-03-31,,1,2015-2016,SPD,,,,,,,,,,,Y,132,2015-08-19,,,0,5,0,0,5,0.0,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,,,,2016-06-20,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,112,2016-03-31,,3,2015-2016,SPD,,,,,,,,,,,Y,392,2016-03-07,,,0,4,1,2,3,25.0,0,0,0,0,4,1,0,0,1,0.0,0,0,0,0,1,,,,2017-12-23,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,113,2016-03-31,,1,2015-2016,SPD,,,,,,,,,,,Y,56,2015-07-08,,,0,2,1,0,1,50.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,2017-12-11,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,010,2016-03-19,,11,2016-2017,APD,,,,,,,,,,,Y,,,,,0,449,88,186,361,19.6,0,0,0,15,449,48,26,10,12,54.17,0,0,0,15,48,2010-01-01,2016-03-31,56,2018-03-31,,,,,,,,,,,,,,,,,,
37,89,BD 80 A12 CH,014,2016-03-31,,1,2015-2016,SPD,,,,,,,,,,,Y,380,2016-03-04,,,0,22,0,0,22,0.0,0,0,0,0,22,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,89,BD 80 A12 CH,114,2016-03-31,,1,2015-2016,SPD,,,,,,,,,,,Y,380,2016-03-04,,,0,15,7,0,8,46.67,0,0,0,0,15,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-13,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,009,2016-03-19,,3,2016-2017,APD,,,,,,,,,,,Y,,,,,0,154,123,15,31,79.87,0,0,0,9,153,11,11,0,0,100.0,0,0,0,5,11,,,0,2018-03-31,,,,,,,,,,,,,,,,,,
68,55,JCB SUPER CH,115,2016-03-31,,1,2016-2017,SPD,,,,,,,,,,,Y,315,2016-02-04,,,0,4,3,0,1,75.0,0,0,0,0,3,1,1,0,0,100.0,0,0,0,0,0,,,,2016-08-16,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,012,2016-03-31,,11,2016-2017,APD,,,,,,,,,,,Y,,,,,0,78,11,1,67,14.1,0,0,0,0,77,5,2,0,3,40.0,0,0,0,0,5,,,0,2017-12-30,,,,,,,,,,,,,,,,,,
69,71,TATA JD ENG,001,2016-04-18,,1,2016-2017,SPD,,,,,,,,,,,Y,349,2016-02-25,,,0,32,8,0,24,25.0,0,0,0,0,31,0,0,0,0,0.0,0,0,0,0,0,,,,2017-07-10,,,,,,,,,,,,,,,,,,
69,71,TATA JD ENG,002,2016-04-18,,1,2016-2017,SPD,,,,,,,,,,,Y,349,2016-02-25,,,0,6,0,0,6,0.0,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,70,TATA JD CH M,003,2016-04-21,,1,2016-2017,SPD,,,,,,,,,,,Y,313,2016-02-04,,,0,4,3,0,1,75.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,2016-08-16,,,,,,,,,,,,,,,,,,
35,35,OBM 115 HP (,004,2016-04-28,,1,2016-2017,SPD,,,,,,,,,,,Y,345,2016-02-18,,,0,89,53,10,36,59.55,0,0,0,0,89,0,0,0,0,0.0,0,0,0,0,0,,,,2017-07-10,,,,,,,,,,,,,,,,,,
70,72,P/ROCK DRILL,013,2016-05-18,,1,2016-2017,APD,,,,,,,,,,,Y,,,,,0,11,10,0,1,90.91,0,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,,,0,2016-07-28,,,,,,,,,,,,,,,,,,
17,17,OBM 30 HP,014,2016-05-18,,12,2016-2017,APD,,,,,,,,,,,Y,,,,,0,75,60,1,15,80.0,0,0,0,0,75,2,2,0,0,100.0,0,0,0,0,2,,,0,2018-02-23,,,,,,,,,,,,,,,,,,
67,67,OBM MARINER,015,2016-05-18,,6,2016-2017,APD,,,,,,,,,,,Y,,,,,0,73,47,0,26,64.38,0,0,0,0,73,12,8,0,4,66.67,0,0,0,0,12,,,0,2018-03-21,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,AR17,2016-04-08,,50,2017-2018,APD,,,,,,,,,,2016-04-05,Y,,,,,0,504,180,56,324,35.71,1,337,562,21,0,446,153,54,239,34.3,0,306,253,21,0,,,0,2018-02-10,,,,,,,,,,,,,,,,,,
26,,,,,,50,2018-2019,,,,,,,,,,,,,,,,,0,716,0,0,716,0.0,0,0,0,0,716,634,0,0,634,0.0,0,0,0,0,634,,,0,,,,,,,,,,,,,,,,,,,
23,84,SCANIA,SC13,2016-04-20,,30,2017-2018,APD,,,,,,,,,,,Y,,,,,0,2038,1087,195,951,53.34,5,1314,2096,85,4,2015,1078,193,744,53.5,3,1300,1035,85,4,,,0,2018-03-30,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,AF17,2016-04-09,,10,2017-2018,APD,,,,,,,,,,,Y,,,,,0,484,166,10,318,34.3,0,333,548,0,0,429,139,10,280,32.4,0,305,248,0,0,,,0,2018-02-10,,,,,,,,,,,,,,,,,,
26,,,,,,10,2018-2019,,,,,,,,,,,,,,,,,0,698,0,0,698,0.0,0,0,0,0,698,624,0,0,624,0.0,0,0,0,0,624,,,0,,,,,,,,,,,,,,,,,,,
23,,,,,,30,2018-2019,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
23,,,,,,25,2018-2019,,,,,,,,,,,,,,,,,0,2633,0,0,2633,0.0,0,0,0,0,2633,2610,0,0,2610,0.0,0,0,0,0,2610,,,0,2017-05-02,,,,,,,,,,,,,,,,,,
35,35,OBM 115(MLOH,005,2016-06-18,,1,2016-2017,SPD,,,,,,,,,,,Y,130,2015-08-14,,,0,103,42,2,61,40.78,0,0,0,0,103,0,0,0,0,0.0,0,0,0,0,0,,,,2017-11-03,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,006,2016-06-18,,1,2016-2017,SPD,,,,,,,,,,,Y,425,2016-03-22,,,0,5,1,0,4,20.0,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,,,,2016-08-12,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH M,007,2016-06-18,,1,2016-2017,SPD,,,,,,,,,,,Y,348,2016-02-18,,,0,4,3,0,1,75.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,2016-08-16,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,KT17,2016-06-20,,60,2017-2018,APD,,,,,,,,,,,Y,,,,,0,3,0,2,3,0.0,0,0,0,0,0,3,0,2,1,0.0,0,0,0,0,0,,,0,2017-10-28,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,08,2016-06-18,,1,2016-2017,SPD,,,,,,,,,,,Y,307,2016-02-02,,,0,3,3,0,0,100.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,009,2016-06-21,,1,2016-2017,SPD,,,,,,,,,,,Y,09,2015-05-06,,,0,2,0,1,2,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2016-10-26,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,010,2016-06-24,,1,2016-2017,SPD,,,,,,,,,,,Y,38,2016-05-10,,,0,24,18,1,6,75.0,0,0,0,0,24,12,9,0,3,75.0,0,0,0,0,12,,,,2016-12-06,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,011,2016-06-28,,1,2016-2017,SPD,,,,,,,,,,,Y,38,2016-05-10,,,0,7,7,0,0,100.0,0,0,0,0,7,3,3,0,0,100.0,0,0,0,0,3,,,,2016-08-06,,,,,,,,,,,,,,,,,,
67,67,OBM MARINER,016,2016-06-27,,20,2016-2017,APD,,,,,,,,,,,Y,,,,,0,65,32,11,33,49.23,0,0,0,10,64,8,3,3,2,37.5,0,0,0,1,7,,,0,2018-03-21,,,,,,,,,,,,,,,,,,
17,17,OBM 30 HP,017,2016-06-27,,5,2016-2017,APD,,,,,,,,,,,Y,,,,,0,43,23,4,20,53.49,0,0,0,0,42,4,1,0,3,25.0,0,0,0,0,4,,,0,2018-02-23,,,,,,,,,,,,,,,,,,
18,,,,,,4,2017-2018,,,,,,,,,,,,,,,,,0,4,0,0,4,0.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,012,2016-06-28,,1,2016-2017,SPD,,,,,,,,,,,Y,425,2016-03-22,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,13,2016-07-02,,1,2016-2017,SPD,,,,,,,,,,,Y,56,2015-07-08,,,0,4,1,0,3,25.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,2016-08-06,,,,,,,,,,,,,,,,,,
23,84,SCANIA,DR01,2016-07-02,,0,2016-2017,SPD,,,,,,,,,,,Y,,,,,0,79,0,0,79,0.0,0,0,0,0,79,79,0,0,79,0.0,0,0,0,0,79,,,0,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH M,014,2016-07-02,,1,2016-2017,SPD,,,,,,,,,,,Y,348,2016-02-18,,,0,24,11,4,13,45.83,0,0,0,0,24,0,0,0,0,0.0,0,0,0,0,0,,,,2017-07-10,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH M,015,2016-07-05,,1,2016-2017,SPD,,,,,,,,,,,Y,313,2016-02-04,,,0,75,12,13,63,16.0,0,0,0,0,75,0,0,0,0,0.0,0,0,0,0,0,,,,2018-02-10,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,016,2016-07-11,,1,2016-2017,SPD,,,,,,,,,,,Y,40,2016-05-10,,,0,35,4,2,31,11.43,0,0,0,0,35,5,2,0,3,40.0,0,0,0,0,5,,,,2018-03-16,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,017,2016-07-11,,1,2016-2017,SPD,,,,,,,,,,,Y,294,2016-01-28,,,0,21,14,1,7,66.67,0,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-31,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,018,2016-07-11,,1,2016-2017,SPD,,,,,,,,,,,Y,25,2016-04-13,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,019,2016-07-15,,1,2016-2017,SPD,,,,,,,,,,,Y,43,2016-05-10,,,0,9,0,0,9,0.0,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,020,2016-07-30,,1,2016-2017,SPD,,,,,,,,,,,Y,122,2016-07-01,,,0,12,2,0,10,16.67,0,0,0,0,12,10,1,0,9,10.0,0,0,0,0,10,,,,2017-07-22,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,021,2016-07-30,,1,2016-2017,SPD,,,,,,,,,,,Y,156,2015-09-17,,,0,9,7,0,2,77.78,0,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-29,,,,,,,,,,,,,,,,,,
34,34,MG 605 ENG,022,2016-08-01,,1,2016-2017,SPD,,,,,,,,,,,Y,121,2016-07-01,,,0,7,4,0,3,57.14,0,0,0,0,7,4,3,0,1,75.0,0,0,0,0,4,,,,2018-01-16,,,,,,,,,,,,,,,,,,
34,34,MG 605 ENG,023,2016-08-01,,1,2016-2017,SPD,,,,,,,,,,,Y,123,2016-07-01,,,0,8,5,0,3,62.5,0,0,0,0,8,6,4,0,2,66.67,0,0,0,0,6,,,,2018-03-21,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,024,2016-08-06,,1,2016-2017,SPD,,,,,,,,,,,Y,425,2016-03-22,,,0,5,0,0,5,0.0,0,0,0,0,5,1,0,0,1,0.0,0,0,0,0,1,,,,2016-12-16,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH M,025,2016-08-06,,1,2016-2017,SPD,,,,,,,,,,,Y,348,2016-02-18,,,0,25,3,2,22,12.0,0,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-21,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,026,2016-08-09,,1,2016-2017,SPD,,,,,,,,,,,Y,53,2016-06-08,,,0,9,3,0,6,33.33,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,2017-12-23,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,027,2016-08-11,,1,2016-2017,SPD,,,,,,,,,,,Y,120,2016-07-01,,,0,21,15,0,6,71.43,0,0,0,0,21,18,12,0,6,66.67,0,0,0,0,18,,,,2017-07-22,,,,,,,,,,,,,,,,,,
79,90,BD80 A12 ENG,028,2016-08-18,,1,2016-2017,SPD,,,,,,,,,,,Y,381,2016-03-04,,,0,61,24,0,37,39.34,0,0,0,0,61,37,17,0,20,45.95,0,0,0,0,37,,,,2018-03-31,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,029,2016-08-19,,1,2016-2017,SPD,,,,,,,,,,,Y,53,2016-06-08,,,0,2,2,0,0,100.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,2018-03-31,,,,,,,,,,,,,,,,,,
