L_CODE,E_CODE,E_NAME,DEM_NO,DEM_DT,SCL_PREPAR,NO_EQPT,FIN_YEAR,D_TYPE,N1,N2,N3,N4,N5,N6,N7,N8,N9,D_LOCK,YN,JOB_NO,JOB_DT,CTRL_NO,CTRL_DT,OPT,DEM,FULL_RECD,PART_RECD,OUTS,PER_RECD,DEP_DELE,IN_IIL,IN_CVIL,CRITICAL,CTRL_NA,VED,VED_FULL,VED_PART,VED_OUTS,VED_PER,VED_DELE,VED_IIL,VED_CVIL,VED_CRI,VED_CTRLNA,CONS_FM,CONS_TO,CONS_EQPT,LAST_SOUPD,DEMD,FULL_RECDD,PART_RECDD,OUTSD,DEP_DELED,IN_IILD,IN_CVILD,CRITICALD,CTRL_NAD,VEDD,VED_FULLD,VED_PARTD,VED_OUTSD,VED_DELED,VED_IILD,VED_CVILD,VED_CRID,VED_CTLNAD
33,33,MG 605 CH,009,2007-04-19,,1,2007-2008,SPD,,,,,,,,,,,Y,565,2007-02-19,,,0,7,6,0,1,85.71,0,0,0,0,7,4,3,0,1,75.0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,10,2007-04-23,,1,2007-2008,SPD,,,,,,,,,,,Y,1,2007-04-03,,,0,41,36,0,5,87.8,0,0,0,0,41,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,11,2007-04-23,,1,2007-2008,SPD,,,,,,,,,,,Y,2,2007-04-03,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,12,2007-04-23,,1,2007-2008,SPD,,,,,,,,,,,Y,2,2007-04-03,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,13,2007-04-23,,1,2007-2008,SPD,,,,,,,,,,,Y,26,2007-04-11,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,14,2007-04-23,,1,2007-2008,SPD,,,,,,,,,,,Y,26,2007-04-11,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,0015,2007-05-02,,1,2007-2008,SPD,,,,,,,,,,,Y,1,2007-04-03,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,0016,2007-05-05,,1,2007-2008,SPD,,,,,,,,,,,Y,251,2006-08-03,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
33,34,MG 605 ENG,0017,2007-05-16,0,6,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,31,23,0,8,74.19,0,0,0,0,31,0,0,0,0,0.0,0,0,0,0,0,,,,2012-10-17,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,018,2007-05-17,,1,2007-2008,SPD,,,,,,,,,,,Y,44,2007-05-02,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,2014-09-12,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,019,2007-05-17,,1,2007-2008,SPD,,,,,,,,,,,Y,1,2007-04-03,,,0,38,23,0,15,60.53,0,0,0,0,38,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,,,,,0,2,2007-2008,,,,,,,,,,,,,,,,,0,24,16,0,8,66.67,0,0,0,0,24,13,9,0,4,69.23,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,021,2007-05-18,,1,2007-2008,SPD,,,,,,,,,,,Y,36,2007-04-20,,,0,79,49,0,30,62.03,0,0,0,0,79,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0001,2007-05-16,,93,2008-2009,APD,,,,,,,,,,2007-05-22,Y,,,,,0,531,0,0,531,0.0,0,0,0,0,531,396,0,0,396,0.0,0,0,0,0,396,,,,2018-03-30,83372,0,0,83372,,,,,,,,,,,,,,
45,46,P6 ENGINE,022,2007-05-25,,1,2007-2008,SPD,,,,,,,,,,,Y,513,2007-01-03,,,0,3,0,0,3,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0003,2007-05-18,,69,2008-2009,APD,,,,,,,,,,,Y,,,,,0,369,0,0,369,0.0,0,0,0,0,369,194,0,0,194,0.0,0,0,0,0,194,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0002,2007-05-17,,24,2008-2009,APD,,,,,,,,,,,Y,,,,,0,179,0,0,179,0.0,0,0,0,0,179,130,0,0,130,0.0,0,0,0,0,130,,,,2018-03-30,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,002A,2007-05-17,0,23,2008-2009,APD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,003A,2007-05-18,0,67,2008-2009,APD,,,,,,,,,,,Y,,,,,0,182,99,8,83,54.4,6,97,150,17,0,153,84,7,62,54.9,5,80,62,17,0,,,,2012-12-17,16868,11522,377,4969,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,001A,2007-05-16,0,90,2008-2009,APD,,,,,,,,,,2007-06-27,Y,,,,,0,259,189,10,70,72.97,17,93,132,13,0,243,179,10,54,73.66,15,85,63,13,0,,,,2014-07-22,51683,33645,3341,14882,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,001B,2007-05-16,0,3,2008-2009,APD,,,,,,,,,,,Y,,,,,0,2,2,0,0,100.0,0,0,0,0,2,2,2,0,0,100.0,0,0,0,0,2,,,,2013-03-09,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,002B,2007-05-17,0,1,2008-2009,APD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,003B,2007-05-18,0,2,2008-2009,APD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,025,2007-06-14,,1,2007-2008,SPD,,,,,,,,,,,Y,78,2007-06-05,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,001,2007-06-14,,15,2008-2009,APD,,,,,,,,,,,Y,,,,,0,239,206,7,33,86.19,0,0,0,28,0,144,126,4,18,87.5,0,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,002,2007-06-14,,5,2008-2009,APD,,,,,,,,,,,Y,,,,,0,382,307,11,75,80.37,0,0,0,21,0,181,151,3,27,83.43,0,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,
18,18,OBM 35 HP,27,2007-06-15,,10,2007-2008,SPD,,,,,,,,,,,Y,68,2007-05-22,,,0,36,23,3,13,63.89,0,0,0,0,36,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,005,2007-06-16,,30,2008-2009,APD,,,,,,,,,,,Y,,,,,0,296,151,11,145,51.01,0,0,0,7,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
33,33,MG 605 CH,006,2007-06-19,,2,2008-2009,APD,,,,,,,,,,,Y,,,J/OS/034,2007-07-12,0,405,271,4,134,66.91,0,0,0,5,0,171,114,2,57,66.67,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,0010,2007-06-19,,15,2008-2009,APD,,,,,,,,,,,Y,,,,,0,952,779,33,173,81.83,0,0,0,17,951,793,669,27,97,84.36,0,0,0,15,792,,,,,,,,,,,,,,,,,,,,,,
17,17,OBM 30 HP,0011,2007-06-19,,20,2008-2009,APD,,,,,,,,,,,Y,,,,,0,38,21,7,17,55.26,0,0,0,6,36,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,003,2007-06-16,,25,2008-2009,APD,,,,,,,,,,,Y,,,,,0,180,118,14,62,65.56,0,0,0,31,0,58,39,5,14,67.24,0,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,009,2007-06-19,,4,2008-2009,APD,,,,,,,,,,,Y,,,J/OS/036,2007-07-18,0,267,185,5,82,69.29,0,0,0,13,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
18,18,OBM 35 HP,0012,2007-06-19,,25,2008-2009,APD,,,,,,,,,,,Y,,,,,0,55,34,4,21,61.82,0,0,0,9,54,0,0,0,0,0.0,0,0,0,0,0,,,,2014-12-11,,,,,,,,,,,,,,,,,,
33,34,MG 605 ENG,007,2007-06-19,,4,2008-2009,APD,,,,,,,,,,2008-05-09,Y,,,J/OS/041,2007-07-25,0,285,181,5,104,63.51,0,0,0,9,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,008,2007-06-19,,2,2008-2009,APD,,,,,,,,,,,Y,,,J/OS/035,2007-07-18,0,255,104,7,151,40.78,0,0,0,9,1,15,10,0,5,66.67,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,004,2007-06-16,,10,2008-2009,APD,,,,,,,,,,,Y,,,,,0,169,118,7,51,69.82,0,0,0,27,0,51,41,2,8,80.39,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,
49,49,MINE LEYER,0013,2007-06-22,,10,2008-2009,APD,,,,,,,,,,,Y,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,MINE PLANT,0014,2007-06-22,,5,2008-2009,APD,,,,,,,,,,,Y,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,MG 605 ENG,028,2007-06-22,0,2,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,40,27,0,13,67.5,0,0,0,0,40,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 (FIP),029,2007-06-22,0,6,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,54,33,3,21,61.11,0,0,0,0,54,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,30,2007-06-23,,2,2007-2008,SPD,,,,,,,,,,,Y,599,2007-03-12,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,32,2007-06-25,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,33,2007-06-25,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,34,2007-06-25,,2,2007-2008,SPD,,,,,,,,,,,Y,82,2007-06-11,,,0,69,52,0,17,75.36,0,0,0,0,69,35,26,0,9,74.29,0,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,035,2007-06-29,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,34,24,0,10,70.59,0,0,0,0,34,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,037,2007-07-13,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,J/OS/039,2007-07-20,0,74,23,1,51,31.08,0,0,0,0,74,6,2,0,4,33.33,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,38,2007-07-23,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,39,2007-07-23,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,33,16,1,17,48.48,0,0,0,0,33,18,10,1,8,55.56,0,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,40,2007-07-23,,1,2007-2008,SPD,,,,,,,,,,,Y,42,2007-05-02,,,0,3,0,0,3,0.0,0,0,0,0,3,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
62,54,AIR COMP,041,2007-07-31,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,109,0,0,109,0.0,0,0,0,0,109,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,42,2007-07-31,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,67,51,0,16,76.12,0,0,0,0,67,46,36,0,10,78.26,0,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,43,2007-08-01,,1,2007-2008,SPD,,,,,,,,,,,Y,36,2007-04-20,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,44,2007-08-02,,1,2007-2008,SPD,,,,,,,,,,,Y,111,2007-07-12,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,45,2007-08-02,,1,2007-2008,SPD,,,,,,,,,,,Y,117,2007-07-12,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0010,2007-07-02,,93,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,4,0,0,4,0.0,0,0,0,0,4,3,0,0,3,0.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,010A,2007-07-02,0,90,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,4,3,0,1,75.0,0,0,0,0,4,3,3,0,0,100.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,010B,2007-07-02,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,4,3,0,1,75.0,0,0,0,0,4,3,3,0,0,100.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0004,2007-07-03,,93,2008-2009,APD,,,,,,,,,,,Y,,,,,0,4,0,0,4,0.0,0,0,0,0,4,3,0,0,3,0.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,04A,2007-07-03,0,90,2008-2009,APD,,,,,,,,,,,Y,,,,,0,4,2,1,2,50.0,0,0,0,0,0,3,2,1,0,66.67,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,04B,2007-07-03,0,3,2008-2009,APD,,,,,,,,,,,Y,,,,,0,4,2,0,2,50.0,0,0,0,0,4,3,2,0,1,66.67,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,046,2007-08-08,,1,2007-2008,SPD,,,,,,,,,,,Y,116,2007-07-12,,,0,21,8,0,13,38.1,0,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,047,2007-08-08,,1,2007-2008,SPD,,,,,,,,,,,Y,110,2007-07-12,,,0,20,9,0,11,45.0,0,0,0,0,20,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,048,2007-08-09,,1,2007-2008,SPD,,,,,,,,,,,Y,110,2007-07-12,,,0,79,37,1,42,46.84,0,0,0,0,79,0,0,0,0,0.0,0,0,0,0,0,,,,2014-01-28,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,049,2007-08-09,,1,2007-2008,SPD,,,,,,,,,,,Y,116,2007-07-12,,,0,62,22,0,40,35.48,0,0,0,0,62,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,0001,2005-06-01,,15,2006-2007,APD,,,,,,,,,,2007-08-29,Y,,,,,0,328,278,32,50,84.76,0,0,0,15,328,247,210,28,37,85.02,0,0,0,11,247,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,50,2007-09-17,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,3,0,0,3,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,50A,2007-09-17,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,30,18,0,12,60.0,0,0,0,0,30,9,6,0,3,66.67,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,
49,49,MINE LEYER,52,2007-10-09,,1,2007-2008,SPD,,,,,,,,,,,Y,159,2007-07-28,,,0,3,2,0,1,66.67,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,56,2007-11-13,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,6,1,0,5,16.67,0,0,0,0,6,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,57,2007-12-05,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,8,7,0,1,87.5,0,0,0,0,8,4,4,0,0,100.0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,
31,31,R ROLLER CH,058,2007-12-06,,2,2007-2008,SPD,,,,,,,,,,,Y,275,2007-11-13,,,0,26,16,0,10,61.54,0,0,0,4,26,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
45,32,R ROLLER ENG,059,2007-12-10,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,37,1,0,36,2.7,0,0,0,8,37,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
31,31,R ROLLER CH,061,2007-12-12,,2,2007-2008,SPD,,,,,,,,,,,Y,275,2007-11-13,,,0,15,10,1,5,66.67,0,0,0,1,15,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
17,18,OBM 35 HP,63,2007-12-31,,5,2007-2008,SPD,,,,,,,,,,,Y,263,2007-11-07,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
17,17,OBM 30 HP,64,2007-12-31,,7,2007-2008,SPD,,,,,,,,,,,Y,264,2007-11-07,,,0,9,5,0,4,55.56,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
49,49,MINE LEYER,100,2008-01-01,,2,2007-2008,SPD,,,,,,,,,,,Y,332,2007-12-11,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
49,49,MINE LEYER,065,2008-01-01,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,27,23,0,4,85.19,0,0,0,0,27,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,66,2008-01-07,,1,2007-2008,SPD,,,,,,,,,,,Y,154,2007-07-26,,,0,4,4,0,0,100.0,0,0,0,0,4,4,4,0,0,100.0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,067,2008-01-07,,1,2007-2008,SPD,,,,,,,,,,,Y,307,2007-11-28,,,0,17,10,0,7,58.82,0,0,0,0,17,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,68,2008-01-09,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,6,2,0,4,33.33,0,0,0,0,6,2,1,0,1,50.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
54,54,AIR COMP,069,2008-01-09,,1,2007-2008,SPD,,,,,,,,,,,Y,340,2007-12-14,,,0,43,2,1,41,4.65,0,0,0,11,43,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,070,2008-01-16,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,9,3,0,6,33.33,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,71,2008-01-16,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,7,7,0,0,100.0,0,0,0,0,7,6,6,0,0,100.0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,072,2008-01-17,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,37,11,0,26,29.73,0,0,0,0,37,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,74,2008-01-21,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,4,2,0,2,50.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,075,2008-01-22,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,30,16,0,14,53.33,0,0,0,0,30,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
18,17,OBM 30 HP,76,2008-01-22,,7,2007-2008,SPD,,,,,,,,,,,Y,264,2007-11-07,,,0,2,1,0,1,50.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
45,45,P6 ENGINE,078,2008-02-04,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,9,2,0,7,22.22,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,079,2008-02-13,,1,2007-2008,SPD,,,,,,,,,,,Y,365,2007-12-26,,,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
53,32,R ROLLER ENG,080,2008-02-13,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,34,9,2,25,26.47,0,0,0,12,34,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
38,38,D80-A12 ENG,81,2008-02-14,0,4,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,12,6,0,6,50.0,0,0,0,0,12,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
45,32,R ROLLER ENG,082,2008-02-22,,1,2007-2008,SPD,,,,,,,,,,,Y,384,2008-01-11,,,0,7,2,0,5,28.57,0,0,0,2,7,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,83,2008-02-23,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,16,9,1,7,56.25,0,0,0,0,16,3,3,0,0,100.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
43,43,G14D1 CH,085,2008-02-27,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,37,9,0,28,24.32,0,0,0,0,37,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
31,31,R ROLLER CH,086,2008-02-27,,1,2007-2008,SPD,,,,,,,,,,,Y,383,2008-01-11,,,0,3,3,0,0,100.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
54,54,AIR COMP,088,2008-03-04,,1,2007-2008,SPD,,,,,,,,,,,Y,340,2007-12-14,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
43,44,G14D1 ENG,090,2008-03-10,0,3,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,29,19,2,10,65.52,0,0,0,0,29,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
31,31,R ROLLER CH,095,2008-03-17,,1,2007-2008,SPD,,,,,,,,,,,Y,383,2008-01-11,,,0,7,6,0,1,85.71,0,0,0,1,7,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80 A12  CHA,96,2008-03-25,,1,2007-2008,SPD,,,,,,,,,,,Y,118,2007-07-12,,,0,4,2,0,2,50.0,0,0,0,0,4,2,2,0,0,100.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
62,54,AIR COMP,097,2008-03-27,0,2,2007-2008,SPD,,,,,,,,,,,Y,,,,,0,72,2,0,70,2.78,0,0,0,4,72,0,0,0,0,0.0,0,0,0,0,0,,,,2016-07-26,,,,,,,,,,,,,,,,,,
39,39,D50-A15 CH,001,2008-04-25,,1,2008-2009,SPD,,,,,,,,,,,Y,381,2008-01-11,,,0,11,3,0,8,27.27,0,0,0,0,11,3,3,0,0,100.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,002,2008-04-25,0,3,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,0005,2008-05-02,,93,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,16,0,0,16,0.0,0,0,0,0,16,15,0,0,15,0.0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,05A,2008-05-02,0,90,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,16,1,0,15,6.25,0,0,0,0,16,15,1,0,14,6.67,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,
26,26,KRAZ 255B/B1,05B,2008-05-02,0,3,2008-2009,SPD,,,,,,,,,,,Y,,,,,0,16,2,0,14,12.5,0,0,0,0,16,15,2,0,13,13.33,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,
54,54,AIR COMP,003,2008-05-12,,1,2008-2009,SPD,,,,,,,,,,,Y,531,2008-03-24,,,0,164,72,5,92,43.9,11,100,150,17,1,126,55,4,67,43.65,10,77,58,14,0,,,,,,,,,,,,,,,,,,,,,,
28,28,KRAZ 260 CH,0001,2008-05-12,,15,2009-2010,APD,,,,,,,,,,,Y,,,,,0,541,92,3,449,17.01,6,461,876,0,0,223,47,2,174,21.08,2,185,174,0,0,,,,2018-03-30,,,,,,,,,,,,,,,,,,
